nohup: ignoring input
/root/.openclaw/workspace/polymarket_engine/radar_engine.py:339: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  f"{datetime.utcnow().isoformat()} | "
2026-03-12T09:48:30.498560 | deploy=0 watch=3
2026-03-12T09:49:30.499544 | deploy=0 watch=3
2026-03-12T09:50:30.500487 | deploy=0 watch=3
2026-03-12T09:51:30.501361 | deploy=0 watch=3
2026-03-12T09:52:30.502366 | deploy=0 watch=3
2026-03-12T09:53:30.503317 | deploy=0 watch=3
2026-03-12T09:54:30.504464 | deploy=0 watch=3
2026-03-12T09:55:30.505503 | deploy=0 watch=3
2026-03-12T09:56:30.506636 | deploy=0 watch=3
2026-03-12T09:57:30.507789 | deploy=0 watch=3
2026-03-12T09:58:30.508868 | deploy=0 watch=3
2026-03-12T09:59:30.509850 | deploy=0 watch=3
2026-03-12T10:00:30.510724 | deploy=0 watch=3
2026-03-12T10:01:30.511859 | deploy=0 watch=3
2026-03-12T10:02:30.513669 | deploy=0 watch=3
2026-03-12T10:03:30.514602 | deploy=0 watch=3
2026-03-12T10:04:30.515555 | deploy=0 watch=3
2026-03-12T10:05:30.516673 | deploy=0 watch=3
2026-03-12T10:06:30.517667 | deploy=0 watch=3
2026-03-12T10:07:30.518601 | deploy=0 watch=3
2026-03-12T10:08:30.519612 | deploy=0 watch=3
2026-03-12T10:09:30.521072 | deploy=0 watch=3
2026-03-12T10:10:30.522029 | deploy=0 watch=3
2026-03-12T10:11:30.523301 | deploy=0 watch=3
2026-03-12T10:12:30.524705 | deploy=0 watch=3
2026-03-12T10:13:30.525742 | deploy=0 watch=3
2026-03-12T10:14:30.526660 | deploy=0 watch=3
2026-03-12T10:15:30.527601 | deploy=0 watch=3
2026-03-12T10:16:30.528685 | deploy=0 watch=3
2026-03-12T10:17:30.529626 | deploy=0 watch=3
2026-03-12T10:18:30.530574 | deploy=0 watch=3
2026-03-12T10:19:30.531500 | deploy=0 watch=3
2026-03-12T10:20:30.532594 | deploy=0 watch=3
2026-03-12T10:21:30.533770 | deploy=0 watch=3
2026-03-12T10:22:30.534820 | deploy=0 watch=3
2026-03-12T10:23:30.535757 | deploy=0 watch=3
2026-03-12T10:24:30.536757 | deploy=0 watch=3
2026-03-12T10:25:30.537666 | deploy=0 watch=3
2026-03-12T10:26:30.538605 | deploy=0 watch=3
2026-03-12T10:27:30.539863 | deploy=0 watch=3
2026-03-12T10:28:30.541150 | deploy=0 watch=3
2026-03-12T10:29:30.542140 | deploy=0 watch=3
2026-03-12T10:30:30.543203 | deploy=0 watch=3
2026-03-12T10:31:30.544445 | deploy=0 watch=3
2026-03-12T10:32:30.545591 | deploy=0 watch=3
2026-03-12T10:33:30.546594 | deploy=0 watch=3
2026-03-12T10:34:30.547503 | deploy=0 watch=3
2026-03-12T10:35:30.548698 | deploy=0 watch=3
2026-03-12T10:36:30.549802 | deploy=0 watch=3
2026-03-12T10:37:30.550679 | deploy=0 watch=3
2026-03-12T10:38:30.551559 | deploy=0 watch=3
2026-03-12T10:39:30.552783 | deploy=0 watch=3
2026-03-12T10:40:30.553720 | deploy=0 watch=3
2026-03-12T10:41:30.554647 | deploy=0 watch=3
2026-03-12T10:42:30.555705 | deploy=0 watch=3
2026-03-12T10:43:30.556789 | deploy=0 watch=3
2026-03-12T10:44:30.557911 | deploy=0 watch=3
2026-03-12T10:45:30.559419 | deploy=0 watch=3
2026-03-12T10:46:30.560385 | deploy=0 watch=3
2026-03-12T10:47:30.561547 | deploy=0 watch=3
2026-03-12T10:48:30.562417 | deploy=0 watch=3
2026-03-12T10:49:30.563409 | deploy=0 watch=3
2026-03-12T10:50:30.564523 | deploy=0 watch=3
2026-03-12T10:51:30.565481 | deploy=0 watch=3
2026-03-12T10:52:30.566644 | deploy=0 watch=3
2026-03-12T10:53:30.567655 | deploy=0 watch=3
2026-03-12T10:54:30.568746 | deploy=0 watch=3
2026-03-12T10:55:30.569744 | deploy=0 watch=3
2026-03-12T10:56:30.570792 | deploy=0 watch=3
2026-03-12T10:57:30.572130 | deploy=0 watch=3
2026-03-12T10:58:30.573300 | deploy=0 watch=3
2026-03-12T10:59:30.574536 | deploy=0 watch=3
2026-03-12T11:00:30.575534 | deploy=0 watch=3
2026-03-12T11:01:30.576488 | deploy=0 watch=3
2026-03-12T11:02:30.577460 | deploy=0 watch=3
2026-03-12T11:03:30.578330 | deploy=0 watch=3
2026-03-12T11:04:30.579253 | deploy=0 watch=3
2026-03-12T11:05:30.580306 | deploy=0 watch=3
2026-03-12T11:06:30.581302 | deploy=0 watch=3
2026-03-12T11:07:30.582226 | deploy=0 watch=3
2026-03-12T11:08:30.583154 | deploy=0 watch=3
2026-03-12T11:09:30.584017 | deploy=0 watch=3
2026-03-12T11:10:30.584964 | deploy=0 watch=3
2026-03-12T11:11:30.585938 | deploy=0 watch=3
2026-03-12T11:12:30.586991 | deploy=0 watch=3
2026-03-12T11:13:30.587898 | deploy=0 watch=3
2026-03-12T11:14:30.589172 | deploy=0 watch=3
2026-03-12T11:15:30.590333 | deploy=0 watch=3
2026-03-12T11:16:30.591399 | deploy=0 watch=3
2026-03-12T11:17:30.592449 | deploy=0 watch=3
2026-03-12T11:18:30.593427 | deploy=0 watch=3
2026-03-12T11:19:30.594556 | deploy=0 watch=3
2026-03-12T11:20:30.595621 | deploy=0 watch=3
2026-03-12T11:21:30.596529 | deploy=0 watch=3
2026-03-12T11:22:30.597421 | deploy=0 watch=3
2026-03-12T11:23:30.599223 | deploy=0 watch=3
2026-03-12T11:24:30.600113 | deploy=0 watch=3
2026-03-12T11:25:30.600998 | deploy=0 watch=3
2026-03-12T11:26:30.601845 | deploy=0 watch=3
2026-03-12T11:27:30.602801 | deploy=0 watch=3
2026-03-12T11:28:30.603940 | deploy=0 watch=3
2026-03-12T11:29:30.604861 | deploy=0 watch=3
2026-03-12T11:30:30.606118 | deploy=0 watch=3
2026-03-12T11:31:30.607418 | deploy=0 watch=3
2026-03-12T11:32:30.608375 | deploy=0 watch=3
2026-03-12T11:33:30.609436 | deploy=0 watch=3
2026-03-12T11:34:30.610402 | deploy=0 watch=3
2026-03-12T11:35:30.611359 | deploy=0 watch=3
2026-03-12T11:36:30.612457 | deploy=0 watch=3
2026-03-12T11:37:30.613369 | deploy=0 watch=3
2026-03-12T11:38:30.614279 | deploy=0 watch=3
2026-03-12T11:39:30.615212 | deploy=0 watch=3
2026-03-12T11:40:30.616312 | deploy=0 watch=3
2026-03-12T11:41:30.617205 | deploy=0 watch=3
2026-03-12T11:42:30.618073 | deploy=0 watch=3
2026-03-12T11:43:30.619239 | deploy=0 watch=3
2026-03-12T11:44:30.620174 | deploy=0 watch=3
2026-03-12T11:45:30.621266 | deploy=0 watch=3
2026-03-12T11:46:30.622208 | deploy=0 watch=3
2026-03-12T11:47:30.623120 | deploy=0 watch=3
2026-03-12T11:48:30.623983 | deploy=0 watch=3
2026-03-12T11:49:30.625133 | deploy=0 watch=3
2026-03-12T11:50:30.625971 | deploy=0 watch=3
2026-03-12T11:51:30.627141 | deploy=0 watch=3
2026-03-12T11:52:30.628280 | deploy=0 watch=3
2026-03-12T11:53:30.629146 | deploy=0 watch=3
2026-03-12T11:54:30.630303 | deploy=0 watch=3
2026-03-12T11:55:30.631360 | deploy=0 watch=3
2026-03-12T11:56:30.633384 | deploy=0 watch=3
2026-03-12T11:57:30.634436 | deploy=0 watch=3
2026-03-12T11:58:30.635352 | deploy=0 watch=3
2026-03-12T11:59:30.636291 | deploy=0 watch=3
2026-03-12T12:00:30.637150 | deploy=0 watch=3
2026-03-12T12:01:30.638152 | deploy=0 watch=3
2026-03-12T12:02:30.639193 | deploy=0 watch=3
2026-03-12T12:03:30.640367 | deploy=0 watch=3
2026-03-12T12:04:30.641411 | deploy=0 watch=3
2026-03-12T12:05:30.642404 | deploy=0 watch=3
2026-03-12T12:06:30.643624 | deploy=0 watch=3
2026-03-12T12:07:30.644556 | deploy=0 watch=3
2026-03-12T12:08:30.645606 | deploy=0 watch=3
2026-03-12T12:09:30.646505 | deploy=0 watch=3
2026-03-12T12:10:30.647358 | deploy=0 watch=3
2026-03-12T12:11:30.648351 | deploy=0 watch=3
2026-03-12T12:12:30.649338 | deploy=0 watch=3
2026-03-12T12:13:30.650397 | deploy=0 watch=3
2026-03-12T12:14:30.651310 | deploy=0 watch=3
2026-03-12T12:15:30.652203 | deploy=0 watch=3
2026-03-12T12:16:30.653158 | deploy=0 watch=3
2026-03-12T12:17:30.654118 | deploy=0 watch=3
2026-03-12T12:18:30.655270 | deploy=0 watch=3
2026-03-12T12:19:30.656216 | deploy=0 watch=3
2026-03-12T12:20:30.657316 | deploy=0 watch=3
2026-03-12T12:21:30.658209 | deploy=0 watch=3
2026-03-12T12:22:30.659053 | deploy=0 watch=3
2026-03-12T12:23:30.660068 | deploy=0 watch=3
2026-03-12T12:24:30.661035 | deploy=0 watch=3
2026-03-12T12:25:30.662121 | deploy=0 watch=3
2026-03-12T12:26:30.663156 | deploy=0 watch=3
2026-03-12T12:27:30.664323 | deploy=0 watch=3
2026-03-12T12:28:30.665586 | deploy=0 watch=3
2026-03-12T12:29:30.666543 | deploy=0 watch=3
2026-03-12T12:30:30.667691 | deploy=0 watch=3
2026-03-12T12:31:30.668732 | deploy=0 watch=3
2026-03-12T12:32:30.669843 | deploy=0 watch=3
2026-03-12T12:33:30.670968 | deploy=0 watch=3
2026-03-12T12:34:30.671930 | deploy=0 watch=3
2026-03-12T12:35:30.672959 | deploy=0 watch=3
2026-03-12T12:36:30.673855 | deploy=0 watch=3
2026-03-12T12:37:30.674724 | deploy=0 watch=3
2026-03-12T12:38:30.675597 | deploy=0 watch=3
2026-03-12T12:39:30.676711 | deploy=0 watch=3
2026-03-12T12:40:30.677584 | deploy=0 watch=3
2026-03-12T12:41:30.678508 | deploy=0 watch=3
2026-03-12T12:42:30.679439 | deploy=0 watch=3
2026-03-12T12:43:30.680399 | deploy=0 watch=3
2026-03-12T12:44:30.681320 | deploy=0 watch=3
2026-03-12T12:45:30.682418 | deploy=0 watch=3
2026-03-12T12:46:30.683477 | deploy=0 watch=3
2026-03-12T12:47:30.684574 | deploy=0 watch=3
2026-03-12T12:48:30.685719 | deploy=0 watch=3
2026-03-12T12:49:30.687874 | deploy=0 watch=3
2026-03-12T12:50:30.688816 | deploy=0 watch=3
2026-03-12T12:51:30.690014 | deploy=0 watch=3
2026-03-12T12:52:30.691037 | deploy=0 watch=3
2026-03-12T12:53:30.691971 | deploy=0 watch=3
2026-03-12T12:54:30.692847 | deploy=0 watch=3
2026-03-12T12:55:30.693834 | deploy=0 watch=3
2026-03-12T12:56:30.694708 | deploy=0 watch=3
2026-03-12T12:57:30.695755 | deploy=0 watch=3
2026-03-12T12:58:30.696661 | deploy=0 watch=3
2026-03-12T12:59:30.697575 | deploy=0 watch=3
2026-03-12T13:00:30.698634 | deploy=0 watch=3
2026-03-12T13:01:30.699732 | deploy=0 watch=3
2026-03-12T13:02:30.700855 | deploy=0 watch=3
2026-03-12T13:03:30.701899 | deploy=0 watch=3
2026-03-12T13:04:30.702826 | deploy=0 watch=3
2026-03-12T13:05:30.703844 | deploy=0 watch=3
2026-03-12T13:06:30.704916 | deploy=0 watch=3
2026-03-12T13:07:30.706065 | deploy=0 watch=3
2026-03-12T13:08:30.707002 | deploy=0 watch=3
2026-03-12T13:09:30.707955 | deploy=0 watch=3
2026-03-12T13:10:30.708913 | deploy=0 watch=3
2026-03-12T13:11:30.709944 | deploy=0 watch=3
2026-03-12T13:12:30.711004 | deploy=0 watch=3
2026-03-12T13:13:30.711923 | deploy=0 watch=3
2026-03-12T13:14:30.712981 | deploy=0 watch=3
2026-03-12T13:15:30.714140 | deploy=0 watch=3
2026-03-12T13:16:30.715004 | deploy=0 watch=3
2026-03-12T13:17:30.716048 | deploy=0 watch=3
2026-03-12T13:18:30.717111 | deploy=0 watch=3
2026-03-12T13:19:30.718032 | deploy=0 watch=3
2026-03-12T13:20:30.718878 | deploy=0 watch=3
2026-03-12T13:21:30.719766 | deploy=0 watch=3
2026-03-12T13:22:30.720694 | deploy=0 watch=3
2026-03-12T13:23:30.721642 | deploy=0 watch=3
2026-03-12T13:24:30.722520 | deploy=0 watch=3
2026-03-12T13:25:30.723597 | deploy=0 watch=3
2026-03-12T13:26:30.724580 | deploy=0 watch=3
2026-03-12T13:27:30.725502 | deploy=0 watch=3
2026-03-12T13:28:30.726502 | deploy=0 watch=3
2026-03-12T13:29:30.727705 | deploy=0 watch=3
2026-03-12T13:30:30.728544 | deploy=0 watch=3
2026-03-12T13:31:30.729435 | deploy=0 watch=3
2026-03-12T13:32:30.730606 | deploy=0 watch=3
2026-03-12T13:33:30.731514 | deploy=0 watch=3
2026-03-12T13:34:30.732400 | deploy=0 watch=3
2026-03-12T13:35:30.733412 | deploy=0 watch=3
2026-03-12T13:36:30.734548 | deploy=0 watch=3
2026-03-12T13:37:30.735531 | deploy=0 watch=3
2026-03-12T13:38:30.736753 | deploy=0 watch=3
2026-03-12T13:39:30.737787 | deploy=0 watch=3
2026-03-12T13:40:30.738746 | deploy=0 watch=3
2026-03-12T13:41:30.739670 | deploy=0 watch=3
2026-03-12T13:42:30.740647 | deploy=0 watch=3
2026-03-12T13:43:30.741743 | deploy=0 watch=3
2026-03-12T13:44:30.742767 | deploy=0 watch=3
2026-03-12T13:45:30.743722 | deploy=0 watch=3
2026-03-12T13:46:30.744596 | deploy=0 watch=3
2026-03-12T13:47:30.745479 | deploy=0 watch=3
2026-03-12T13:48:30.746427 | deploy=0 watch=3
2026-03-12T13:49:30.747482 | deploy=0 watch=3
2026-03-12T13:50:30.748639 | deploy=0 watch=3
2026-03-12T13:51:30.749701 | deploy=0 watch=3
2026-03-12T13:52:30.750616 | deploy=0 watch=3
2026-03-12T13:53:30.751601 | deploy=0 watch=3
2026-03-12T13:54:30.752636 | deploy=0 watch=3
2026-03-12T13:55:30.753622 | deploy=0 watch=3
2026-03-12T13:56:30.754423 | deploy=0 watch=3
2026-03-12T13:57:30.755299 | deploy=0 watch=3
2026-03-12T13:58:30.756420 | deploy=0 watch=3
2026-03-12T13:59:30.757824 | deploy=0 watch=3
2026-03-12T14:00:30.758690 | deploy=0 watch=3
2026-03-12T14:01:30.759659 | deploy=0 watch=3
2026-03-12T14:02:30.760740 | deploy=0 watch=3
2026-03-12T14:03:30.761909 | deploy=0 watch=3
2026-03-12T14:04:30.762856 | deploy=0 watch=3
2026-03-12T14:05:30.763966 | deploy=0 watch=3
2026-03-12T14:06:30.765109 | deploy=0 watch=3
2026-03-12T14:07:30.766201 | deploy=0 watch=3
2026-03-12T14:08:30.767121 | deploy=0 watch=3
2026-03-12T14:09:30.767966 | deploy=0 watch=3
2026-03-12T14:10:30.768982 | deploy=0 watch=3
2026-03-12T14:11:30.769970 | deploy=0 watch=3
2026-03-12T14:12:30.770776 | deploy=0 watch=3
2026-03-12T14:13:30.771727 | deploy=0 watch=3
2026-03-12T14:14:30.772804 | deploy=0 watch=3
2026-03-12T14:15:30.773741 | deploy=0 watch=3
2026-03-12T14:16:30.774687 | deploy=0 watch=3
2026-03-12T14:17:30.775739 | deploy=0 watch=3
2026-03-12T14:18:30.777215 | deploy=0 watch=3
2026-03-12T14:19:30.778148 | deploy=0 watch=3
2026-03-12T14:20:30.779146 | deploy=0 watch=3
2026-03-12T14:21:30.781208 | deploy=0 watch=3
2026-03-12T14:22:30.782391 | deploy=0 watch=3
2026-03-12T14:23:30.783311 | deploy=0 watch=3
2026-03-12T14:24:30.784346 | deploy=0 watch=3
2026-03-12T14:25:30.785216 | deploy=0 watch=3
2026-03-12T14:26:30.786210 | deploy=0 watch=3
2026-03-12T14:27:30.788050 | deploy=0 watch=3
2026-03-12T14:28:30.788962 | deploy=0 watch=3
2026-03-12T14:29:30.789944 | deploy=0 watch=3
2026-03-12T14:30:30.790925 | deploy=0 watch=3
2026-03-12T14:31:30.792225 | deploy=0 watch=3
2026-03-12T14:32:30.793311 | deploy=0 watch=3
2026-03-12T14:33:30.794401 | deploy=0 watch=3
2026-03-12T14:34:30.795382 | deploy=0 watch=3
2026-03-12T14:35:30.796219 | deploy=0 watch=3
2026-03-12T14:36:30.797054 | deploy=0 watch=3
2026-03-12T14:37:30.797928 | deploy=0 watch=3
2026-03-12T14:38:30.798875 | deploy=0 watch=3
2026-03-12T14:39:30.799916 | deploy=0 watch=3
2026-03-12T14:40:30.800856 | deploy=0 watch=3
2026-03-12T14:41:30.801742 | deploy=0 watch=3
2026-03-12T14:42:30.802776 | deploy=0 watch=3
2026-03-12T14:43:30.803860 | deploy=0 watch=3
2026-03-12T14:44:30.805164 | deploy=0 watch=3
2026-03-12T14:45:30.806352 | deploy=0 watch=3
2026-03-12T14:46:30.807323 | deploy=0 watch=3
2026-03-12T14:47:30.808455 | deploy=0 watch=3
2026-03-12T14:48:30.809350 | deploy=0 watch=3
2026-03-12T14:49:30.810446 | deploy=0 watch=3
2026-03-12T14:50:30.814152 | deploy=0 watch=3
2026-03-12T14:51:30.815125 | deploy=0 watch=3
2026-03-12T14:52:30.816240 | deploy=0 watch=3
2026-03-12T14:53:30.817108 | deploy=0 watch=3
2026-03-12T14:54:30.818242 | deploy=0 watch=3
2026-03-12T14:55:30.819386 | deploy=0 watch=3
2026-03-12T14:56:30.820515 | deploy=0 watch=3
2026-03-12T14:57:30.821447 | deploy=0 watch=3
2026-03-12T14:58:30.822309 | deploy=0 watch=3
2026-03-12T14:59:30.823390 | deploy=0 watch=3
2026-03-12T15:00:30.824488 | deploy=0 watch=3
2026-03-12T15:01:30.825540 | deploy=0 watch=3
2026-03-12T15:02:30.826510 | deploy=0 watch=3
2026-03-12T15:03:30.827400 | deploy=0 watch=3
2026-03-12T15:04:30.828242 | deploy=0 watch=3
2026-03-12T15:05:30.829316 | deploy=0 watch=3
2026-03-12T15:06:30.830231 | deploy=0 watch=3
2026-03-12T15:07:30.831707 | deploy=0 watch=3
2026-03-12T15:08:30.832660 | deploy=0 watch=3
2026-03-12T15:09:30.833701 | deploy=0 watch=3
2026-03-12T15:10:30.834639 | deploy=0 watch=3
2026-03-12T15:11:30.835565 | deploy=0 watch=3
2026-03-12T15:12:30.836601 | deploy=0 watch=3
2026-03-12T15:13:30.837759 | deploy=0 watch=3
2026-03-12T15:14:30.838724 | deploy=0 watch=3
2026-03-12T15:15:30.839822 | deploy=0 watch=3
2026-03-12T15:16:30.840666 | deploy=0 watch=3
2026-03-12T15:17:30.841621 | deploy=0 watch=3
2026-03-12T15:18:30.842501 | deploy=0 watch=3
2026-03-12T15:19:30.843492 | deploy=0 watch=3
2026-03-12T15:20:30.844389 | deploy=0 watch=3
2026-03-12T15:21:30.845551 | deploy=0 watch=3
2026-03-12T15:22:30.846444 | deploy=0 watch=3
2026-03-12T15:23:30.847438 | deploy=0 watch=3
2026-03-12T15:24:30.848603 | deploy=0 watch=3
2026-03-12T15:25:30.849555 | deploy=0 watch=3
2026-03-12T15:26:30.850411 | deploy=0 watch=3
2026-03-12T15:27:30.851408 | deploy=0 watch=3
2026-03-12T15:28:30.852342 | deploy=0 watch=3
2026-03-12T15:29:30.853329 | deploy=0 watch=3
2026-03-12T15:30:30.854433 | deploy=0 watch=3
2026-03-12T15:31:30.855521 | deploy=0 watch=3
2026-03-12T15:32:30.856529 | deploy=0 watch=3
2026-03-12T15:33:30.857444 | deploy=0 watch=3
2026-03-12T15:34:30.858349 | deploy=0 watch=3
2026-03-12T15:35:30.859471 | deploy=0 watch=3
2026-03-12T15:36:30.860349 | deploy=0 watch=3
2026-03-12T15:37:30.861415 | deploy=0 watch=3
2026-03-12T15:38:30.862411 | deploy=0 watch=3
2026-03-12T15:39:30.863621 | deploy=0 watch=3
2026-03-12T15:40:30.864514 | deploy=0 watch=3
2026-03-12T15:41:30.865439 | deploy=0 watch=3
2026-03-12T15:42:30.866371 | deploy=0 watch=3
2026-03-12T15:43:30.867247 | deploy=0 watch=3
2026-03-12T15:44:30.868116 | deploy=0 watch=3
2026-03-12T15:45:30.868989 | deploy=0 watch=3
2026-03-12T15:46:30.870063 | deploy=0 watch=3
2026-03-12T15:47:30.871048 | deploy=0 watch=3
2026-03-12T15:48:30.872040 | deploy=0 watch=3
2026-03-12T15:49:30.873175 | deploy=0 watch=3
2026-03-12T15:50:30.874068 | deploy=0 watch=3
2026-03-12T15:51:30.874975 | deploy=0 watch=3
2026-03-12T15:52:30.876222 | deploy=0 watch=3
2026-03-12T15:53:30.877389 | deploy=0 watch=3
2026-03-12T15:54:30.878612 | deploy=0 watch=3
2026-03-12T15:55:30.879647 | deploy=0 watch=3
2026-03-12T15:56:30.880584 | deploy=0 watch=3
2026-03-12T15:57:30.881508 | deploy=0 watch=3
2026-03-12T15:58:30.882472 | deploy=0 watch=3
2026-03-12T15:59:30.883386 | deploy=0 watch=3
2026-03-12T16:00:30.885104 | deploy=0 watch=3
2026-03-12T16:01:30.886046 | deploy=0 watch=3
2026-03-12T16:02:30.886964 | deploy=0 watch=3
2026-03-12T16:03:30.887986 | deploy=0 watch=3
2026-03-12T16:04:30.889173 | deploy=0 watch=3
2026-03-12T16:05:30.890277 | deploy=0 watch=3
2026-03-12T16:06:30.892134 | deploy=0 watch=3
2026-03-12T16:07:30.893414 | deploy=0 watch=3
2026-03-12T16:08:30.894468 | deploy=0 watch=3
2026-03-12T16:09:30.895489 | deploy=0 watch=3
2026-03-12T16:10:30.896397 | deploy=0 watch=3
2026-03-12T16:11:30.897360 | deploy=0 watch=3
2026-03-12T16:12:30.898311 | deploy=0 watch=3
2026-03-12T16:13:30.899280 | deploy=0 watch=3
2026-03-12T16:14:30.900234 | deploy=0 watch=3
2026-03-12T16:15:30.901174 | deploy=0 watch=3
2026-03-12T16:16:30.902212 | deploy=0 watch=3
2026-03-12T16:17:30.903251 | deploy=0 watch=3
2026-03-12T16:18:30.904131 | deploy=0 watch=3
2026-03-12T16:19:30.905137 | deploy=0 watch=3
2026-03-12T16:20:30.906389 | deploy=0 watch=3
2026-03-12T16:21:30.907362 | deploy=0 watch=3
2026-03-12T16:22:30.908290 | deploy=0 watch=3
2026-03-12T16:23:30.909408 | deploy=0 watch=3
2026-03-12T16:24:30.910555 | deploy=0 watch=3
2026-03-12T16:25:30.911593 | deploy=0 watch=3
2026-03-12T16:26:30.912417 | deploy=0 watch=3
2026-03-12T16:27:30.913509 | deploy=0 watch=3
2026-03-12T16:28:30.914392 | deploy=0 watch=3
2026-03-12T16:29:30.915325 | deploy=0 watch=3
2026-03-12T16:30:30.916363 | deploy=0 watch=3
2026-03-12T16:31:30.917317 | deploy=0 watch=3
2026-03-12T16:32:30.918341 | deploy=0 watch=3
2026-03-12T16:33:30.919458 | deploy=0 watch=3
2026-03-12T16:34:30.920352 | deploy=0 watch=3
2026-03-12T16:35:30.921364 | deploy=0 watch=3
2026-03-12T16:36:30.922255 | deploy=0 watch=3
2026-03-12T16:37:30.923427 | deploy=0 watch=3
2026-03-12T16:38:30.924511 | deploy=0 watch=3
2026-03-12T16:39:30.925727 | deploy=0 watch=3
2026-03-12T16:40:30.926728 | deploy=0 watch=3
2026-03-12T16:41:30.927782 | deploy=0 watch=3
2026-03-12T16:42:30.928930 | deploy=0 watch=3
2026-03-12T16:43:30.930009 | deploy=0 watch=3
2026-03-12T16:44:30.930876 | deploy=0 watch=3
2026-03-12T16:45:30.931898 | deploy=0 watch=3
2026-03-12T16:46:30.932782 | deploy=0 watch=3
2026-03-12T16:47:30.933991 | deploy=0 watch=3
2026-03-12T16:48:30.935033 | deploy=0 watch=3
2026-03-12T16:49:30.935883 | deploy=0 watch=3
2026-03-12T16:50:30.936784 | deploy=0 watch=3
2026-03-12T16:51:30.937714 | deploy=0 watch=3
2026-03-12T16:52:30.938626 | deploy=0 watch=3
2026-03-12T16:53:30.939575 | deploy=0 watch=3
2026-03-12T16:54:30.940497 | deploy=0 watch=3
2026-03-12T16:55:30.941359 | deploy=0 watch=3
2026-03-12T16:56:30.942573 | deploy=0 watch=3
2026-03-12T16:57:30.943406 | deploy=0 watch=3
2026-03-12T16:58:30.944538 | deploy=0 watch=3
2026-03-12T16:59:30.945678 | deploy=0 watch=3
2026-03-12T17:00:30.946684 | deploy=0 watch=3
2026-03-12T17:01:30.947535 | deploy=0 watch=3
2026-03-12T17:02:30.948602 | deploy=0 watch=3
2026-03-12T17:03:30.949492 | deploy=0 watch=3
2026-03-12T17:04:30.950422 | deploy=0 watch=3
2026-03-12T17:05:30.951492 | deploy=0 watch=3
2026-03-12T17:06:30.952426 | deploy=0 watch=3
2026-03-12T17:07:30.954012 | deploy=0 watch=3
2026-03-12T17:08:30.955168 | deploy=0 watch=3
2026-03-12T17:09:30.956370 | deploy=0 watch=3
2026-03-12T17:10:30.957355 | deploy=0 watch=3
2026-03-12T17:11:30.958297 | deploy=0 watch=3
2026-03-12T17:12:30.959288 | deploy=0 watch=3
2026-03-12T17:13:30.960291 | deploy=0 watch=3
2026-03-12T17:14:30.961434 | deploy=0 watch=3
2026-03-12T17:15:30.963177 | deploy=0 watch=3
2026-03-12T17:16:30.964162 | deploy=0 watch=3
2026-03-12T17:17:30.965106 | deploy=0 watch=3
2026-03-12T17:18:30.966197 | deploy=0 watch=3
2026-03-12T17:19:30.967045 | deploy=0 watch=3
2026-03-12T17:20:30.967964 | deploy=0 watch=3
2026-03-12T17:21:30.968953 | deploy=0 watch=3
2026-03-12T17:22:30.969874 | deploy=0 watch=3
2026-03-12T17:23:30.970898 | deploy=0 watch=3
2026-03-12T17:24:30.972061 | deploy=0 watch=3
2026-03-12T17:25:30.973146 | deploy=0 watch=3
2026-03-12T17:26:30.974197 | deploy=0 watch=3
2026-03-12T17:27:30.975110 | deploy=0 watch=3
2026-03-12T17:28:30.976152 | deploy=0 watch=3
2026-03-12T17:29:30.977045 | deploy=0 watch=3
2026-03-12T17:30:30.977899 | deploy=0 watch=3
2026-03-12T17:31:30.978968 | deploy=0 watch=3
2026-03-12T17:32:30.979917 | deploy=0 watch=3
2026-03-12T17:33:30.980945 | deploy=0 watch=3
2026-03-12T17:34:30.981809 | deploy=0 watch=3
2026-03-12T17:35:30.982938 | deploy=0 watch=3
2026-03-12T17:36:30.983852 | deploy=0 watch=3
2026-03-12T17:37:30.984838 | deploy=0 watch=3
2026-03-12T17:38:30.986069 | deploy=0 watch=3
2026-03-12T17:39:30.987185 | deploy=0 watch=3
2026-03-12T17:40:30.988128 | deploy=0 watch=3
2026-03-12T17:41:30.988910 | deploy=0 watch=3
2026-03-12T17:42:30.990026 | deploy=0 watch=3
2026-03-12T17:43:30.991109 | deploy=0 watch=3
2026-03-12T17:44:30.992904 | deploy=0 watch=3
2026-03-12T17:45:30.993892 | deploy=0 watch=3
2026-03-12T17:46:30.994774 | deploy=0 watch=3
2026-03-12T17:47:30.995875 | deploy=0 watch=3
2026-03-12T17:48:30.996964 | deploy=0 watch=3
2026-03-12T17:49:30.997895 | deploy=0 watch=3
2026-03-12T17:50:30.998932 | deploy=0 watch=3
2026-03-12T17:51:31.000055 | deploy=0 watch=3
2026-03-12T17:52:31.001265 | deploy=0 watch=3
2026-03-12T17:53:31.002161 | deploy=0 watch=3
2026-03-12T17:54:31.003212 | deploy=0 watch=3
2026-03-12T17:55:31.004436 | deploy=0 watch=3
2026-03-12T17:56:31.005354 | deploy=0 watch=3
2026-03-12T17:57:31.006460 | deploy=0 watch=3
2026-03-12T17:58:31.008776 | deploy=0 watch=3
2026-03-12T17:59:31.009762 | deploy=0 watch=3
2026-03-12T18:00:31.010793 | deploy=0 watch=3
2026-03-12T18:01:31.011716 | deploy=0 watch=3
